age,workclass,fnlwgt,educationNum,maritalStatus,race,sex,captialGain,capitalLoss,hoursPerWeek,incomeCategory
30,2,237903,10,0,0,1,0,0,40,0
27,2,163862,9,0,0,0,0,0,40,0
27,2,201872,10,1,0,0,0,0,50,0
32,2,84179,9,0,0,1,0,0,45,0
58,2,51662,6,1,0,1,0,0,8,0
35,3,233327,10,1,0,0,0,0,40,0
21,2,259510,9,0,0,0,0,0,36,0
28,2,184831,10,0,0,0,0,0,40,0
46,1,245724,10,2,0,0,0,0,50,0
36,1,27053,9,5,0,1,0,0,40,0
72,2,205343,7,7,0,1,0,0,40,0
35,2,229328,9,1,1,1,0,0,40,0
33,4,319560,11,2,1,1,0,0,40,1
69,2,136218,7,0,0,1,0,0,40,0
35,2,54576,9,1,0,0,0,0,40,0
34,2,148291,9,1,0,1,0,0,32,0
30,2,152453,7,1,0,0,0,0,40,0
28,2,114053,13,0,0,0,0,0,55,0
54,2,212960,13,1,0,0,0,0,35,1
47,2,264052,10,1,0,0,0,0,50,1
24,2,82804,9,0,1,1,0,0,40,0
52,1,334273,13,1,0,0,0,0,60,1
20,2,27337,9,0,3,0,0,0,48,0
43,5,188436,14,1,0,0,5013,0,45,0
45,2,433665,4,5,0,1,0,0,40,0
29,1,110663,9,5,0,0,0,0,35,0
47,2,87490,14,2,0,0,0,0,42,0
24,2,354351,9,0,0,0,0,0,40,0
51,2,95469,9,1,0,0,0,0,40,0
17,2,242718,7,0,0,0,0,0,12,0
37,2,22463,11,1,0,0,0,1977,40,1
27,2,158156,16,0,0,1,0,0,70,0
29,2,350162,13,1,0,0,0,0,40,1
36,1,28738,12,2,0,1,0,0,35,0
58,3,283635,13,0,0,1,0,0,40,0
26,1,86646,10,1,0,0,0,0,45,0
57,2,69884,9,1,0,0,0,0,40,1
59,2,199713,9,1,0,0,0,0,40,0
27,2,181659,9,1,0,0,0,0,40,0
31,1,340939,13,0,0,0,0,0,40,0
21,2,197747,10,0,0,1,0,0,24,0
29,2,34292,10,0,0,0,0,0,60,0
18,2,156764,7,0,0,0,0,0,40,0
52,2,25826,6,1,0,0,0,1887,47,1
57,5,103948,13,2,0,0,0,0,80,0
60,2,39352,4,0,0,0,0,0,48,1
31,2,168387,13,1,0,0,7688,0,40,1
23,2,117789,13,0,0,1,0,0,40,0
27,2,267147,9,0,0,0,0,0,40,0
42,1,214242,15,1,0,0,0,1902,50,1
25,2,200408,10,0,0,0,2174,0,40,0
49,2,136455,13,0,0,1,0,0,45,0
32,2,239824,13,0,0,0,0,0,40,0
19,2,217039,10,0,0,0,0,0,28,0
60,2,51290,4,2,0,1,0,0,40,0
42,3,175674,5,1,0,0,0,0,40,0
35,1,194404,12,0,0,0,0,0,40,0
48,2,45612,9,0,1,1,0,0,37,0
51,2,410114,14,1,0,0,0,0,40,1
29,2,182521,9,0,3,0,0,0,40,0
36,3,339772,9,5,1,0,0,0,40,0
17,2,169658,6,0,0,1,0,0,21,0
52,2,200853,14,2,0,1,6849,0,60,0
24,2,247564,9,0,0,0,0,0,40,0
24,2,249909,9,1,0,0,0,0,50,0
26,3,208122,13,0,0,0,1055,0,40,0
27,2,109881,13,0,0,1,0,0,20,0
39,2,207824,9,0,0,0,0,0,60,0
30,2,369027,9,1,1,0,0,0,45,0
50,1,114117,9,1,0,0,0,0,32,0
52,5,51048,13,1,0,0,0,0,55,0
46,2,102388,15,1,0,0,15024,0,45,1
23,2,190483,13,0,0,1,0,0,20,0
45,2,462440,7,7,1,1,0,0,20,0
65,2,109351,5,7,1,1,0,0,24,0
29,2,34383,11,1,0,0,0,0,55,0
47,2,241832,5,4,0,0,0,0,40,0
30,2,124187,9,0,1,0,0,0,60,0
34,2,153614,9,1,0,0,0,0,45,1
38,1,267556,9,1,0,0,0,0,64,0
33,2,205469,10,1,0,0,0,0,40,1
49,2,268090,13,1,0,0,0,0,26,1
47,1,165039,10,0,1,1,0,0,40,0
49,3,120451,6,5,1,1,0,0,40,0
43,2,154374,10,1,0,0,15024,0,60,1
30,2,103649,13,1,1,1,0,0,40,1
58,1,35723,9,1,0,0,0,0,60,0
19,2,262601,9,0,0,1,0,0,14,0
21,2,226181,13,0,0,0,0,0,40,0
33,2,175697,13,1,0,0,15024,0,60,1
47,5,248145,3,1,0,0,0,0,50,0
52,1,289436,16,1,0,0,0,0,60,1
26,2,75654,9,2,0,0,0,0,55,0
60,2,199378,9,1,0,0,0,0,40,0
21,2,160968,10,0,0,0,0,0,40,0
36,2,188563,10,1,0,0,5178,0,50,1
31,2,55849,10,1,0,0,0,0,45,0
50,5,195322,16,5,0,0,0,0,40,1
31,3,402089,9,2,0,1,0,0,40,0
71,2,78277,9,1,0,0,0,0,15,0
30,0,169496,13,1,0,0,0,0,40,1
20,2,130959,10,0,0,0,0,0,20,0
24,2,556660,9,0,0,0,4101,0,50,0
35,2,292472,16,1,2,0,0,0,40,1
38,0,143774,10,5,0,1,0,0,45,0
27,2,288341,9,0,0,1,0,0,32,0
29,0,71592,10,0,2,1,0,0,40,0
34,2,106742,9,1,0,0,0,0,45,0
44,2,219288,4,1,0,0,0,0,35,0
43,2,174524,9,1,0,0,0,0,40,1
44,1,335183,8,1,1,0,0,0,40,1
35,2,261293,14,0,0,0,0,0,60,0
27,2,111900,10,0,0,0,0,0,40,0
43,3,194360,14,0,0,0,0,0,38,0
20,2,81145,10,0,0,1,0,0,25,0
42,2,341204,12,2,0,1,8614,0,40,1
27,0,249362,10,1,0,0,3411,0,40,0
42,2,247019,9,1,1,0,0,0,40,1
24,2,172146,5,0,0,0,0,1721,40,0
48,4,110457,10,2,0,0,0,0,40,0
17,1,368700,7,0,0,0,0,0,10,0
33,2,182556,13,1,0,0,0,0,40,1
50,5,219420,9,1,0,0,0,0,50,1
22,2,240817,9,0,0,1,2597,0,40,0
17,2,102726,8,0,0,0,0,0,16,0
32,2,226267,10,1,0,0,0,0,40,0
31,2,125457,9,0,0,0,0,0,45,0
58,1,204021,9,7,0,0,0,0,50,0
29,3,92262,9,0,0,0,0,0,48,0
37,2,161141,11,1,0,0,0,0,40,1
34,1,190290,9,1,0,0,0,0,40,1
23,3,430828,10,5,1,0,0,0,40,0
18,0,59342,7,0,0,1,0,0,5,0
34,2,136721,9,2,0,1,0,0,40,0
45,3,86644,13,1,0,1,0,0,55,0
41,2,195124,14,0,0,0,0,0,35,0
26,2,167350,9,0,0,0,0,0,30,0
54,3,113000,10,1,0,0,0,0,40,0
24,2,140027,10,0,1,1,0,0,45,0
42,2,262425,10,1,0,0,0,0,50,0
20,2,316702,10,0,0,0,0,0,20,0
23,0,335453,13,0,0,1,0,0,20,0
35,2,203628,14,0,0,0,0,0,60,1
31,2,118710,14,1,0,0,0,1902,40,1
30,2,189620,13,0,0,1,0,0,40,0
19,2,475028,9,0,0,1,0,0,20,0
36,3,110866,13,0,0,0,0,0,50,0
31,2,243605,13,7,0,1,0,1380,40,0
21,2,163870,10,0,0,0,0,0,30,0
31,1,80145,10,1,0,0,0,0,40,0
46,2,295566,16,2,0,1,25236,0,65,1
44,2,63042,13,2,0,1,0,0,50,1
40,2,229148,8,1,1,0,0,0,40,0
45,2,242552,10,0,1,0,0,0,40,0
60,2,177665,9,1,0,0,0,0,35,0
18,2,208103,7,0,0,0,0,0,25,0
28,2,296450,13,1,0,0,0,0,40,0
36,2,70282,10,2,1,1,0,0,40,0
40,2,144995,11,1,0,0,4386,0,40,0
36,3,382635,13,2,0,1,0,0,35,0
31,2,295697,9,5,1,1,0,0,40,0
33,2,194141,9,1,0,0,0,0,40,0
19,0,378418,9,0,0,1,0,0,40,0
22,2,214399,10,0,0,1,0,0,15,0
34,2,217460,13,1,0,0,0,0,45,1
33,2,182556,9,0,0,0,0,0,40,0
41,2,125831,9,1,0,0,0,2051,60,0
29,2,271328,13,0,0,0,4650,0,40,0
50,3,50459,9,1,0,0,0,0,42,1
42,2,162140,13,1,0,0,7298,0,45,1
44,2,111502,9,1,0,1,0,0,40,0
20,2,299047,10,0,0,1,0,0,20,0
31,2,223212,9,1,0,0,0,0,40,0
23,2,352139,10,0,0,1,0,0,24,0
55,2,173093,10,2,2,1,0,0,40,0
26,2,181655,11,1,0,0,0,2377,45,0
25,2,332702,11,0,0,1,0,0,15,0
35,2,234901,10,1,0,0,2407,0,40,0
36,2,131414,10,0,1,1,0,0,36,0
43,0,260960,13,1,0,0,0,0,50,0
56,2,156052,9,7,1,1,594,0,20,0
42,2,279914,13,1,0,0,0,0,40,1
19,2,192453,10,0,0,1,0,0,25,0
55,1,200939,9,1,0,0,0,0,72,0
42,2,151408,14,0,0,1,14084,0,50,1
26,2,112847,11,0,0,0,0,0,40,0
17,2,316929,8,0,0,0,0,0,20,0
42,3,126319,13,1,0,1,0,0,40,1
55,2,197422,9,1,0,0,7688,0,40,1
32,2,267736,10,0,1,1,0,0,40,0
29,2,267034,7,0,1,0,0,0,40,0
46,0,193047,13,1,0,0,0,0,37,0
29,0,356089,13,1,0,0,7688,0,40,1
22,2,223515,13,0,0,0,0,0,20,0
58,1,87510,6,1,0,0,0,0,40,0
23,2,145111,9,0,0,0,0,0,50,0
39,2,48093,9,0,0,0,0,0,40,0
27,2,31757,11,0,0,0,0,0,38,0
54,2,285854,9,1,0,0,0,0,40,1
33,3,120064,13,0,0,1,0,0,45,0
46,4,167381,9,1,0,1,0,0,40,1
37,2,103408,9,0,1,0,0,0,40,0
36,2,101460,9,0,0,1,0,0,18,0
59,3,420537,9,1,0,1,0,0,38,1
34,3,119411,9,2,0,0,0,0,40,0
53,5,128272,16,1,0,0,0,0,70,1
51,2,386773,13,0,0,0,0,0,55,1
32,2,283268,6,5,0,1,0,0,42,0
31,0,301526,10,4,0,0,0,0,40,0
22,2,151790,10,1,0,1,0,0,30,0
47,1,106252,13,2,0,1,0,0,50,0
32,2,188557,9,0,0,0,0,0,40,0
26,2,171114,10,0,0,1,0,0,38,0
37,2,327323,3,5,0,0,0,0,32,0
31,2,244147,9,2,0,0,0,0,55,0
37,2,280282,11,1,0,1,0,0,24,1
55,2,116442,9,0,0,0,0,0,38,0
23,3,282579,11,2,0,0,0,0,56,0
36,2,51838,10,2,0,1,0,0,40,0
43,2,226902,13,1,0,0,0,0,50,1
54,2,279129,10,0,0,0,0,0,40,0
28,2,196690,11,0,0,1,0,1669,42,0
40,2,130760,11,1,0,0,0,0,50,1
41,1,49572,10,1,0,0,0,0,60,0
40,2,237601,13,0,4,1,0,0,55,1
42,2,169628,10,2,1,1,0,0,38,0
61,1,36671,9,1,0,0,0,2352,50,0
18,2,231193,8,0,0,0,0,0,30,0
48,2,102102,11,1,0,0,0,0,50,1
41,5,32185,13,1,0,0,0,0,40,0
23,2,211046,9,0,0,1,2463,0,40,0
60,2,31577,9,1,0,0,0,0,60,1
22,2,162343,10,0,1,0,0,0,20,0
61,2,128831,9,1,0,0,0,0,40,0
25,2,316688,9,0,1,0,0,0,40,0
46,2,90758,14,0,0,0,0,0,35,1
43,2,274363,13,1,0,0,0,1902,40,1
43,2,154538,12,2,0,0,0,0,40,0
24,2,106085,9,0,1,0,0,1721,30,0
68,1,315859,7,0,0,0,0,0,20,0
31,2,51471,9,2,0,1,0,0,38,0
17,2,193830,7,0,0,1,0,0,20,0
32,2,231043,9,1,0,0,5178,0,48,1
33,2,169879,13,1,0,0,3103,0,47,1
64,2,270333,13,1,0,0,0,0,40,1
20,2,138768,9,0,0,0,0,0,30,0
30,2,191571,9,5,0,1,0,0,36,0
43,2,94113,10,2,0,0,0,0,45,0
22,2,137510,10,0,0,0,0,0,40,0
17,2,32607,6,0,0,0,0,0,20,0
47,1,93208,9,1,0,1,0,0,75,0
41,2,254440,11,0,0,1,0,0,60,0
56,2,186556,10,1,0,0,0,0,50,1
64,2,169871,9,1,0,0,0,0,45,0
47,2,191277,9,1,0,0,0,0,50,1
48,2,167159,11,0,0,0,0,0,40,0
31,2,171871,14,0,0,1,0,0,46,0
29,2,154411,11,0,0,0,0,0,40,0
30,2,129227,9,7,0,1,0,0,40,0
32,2,110331,9,1,0,0,0,1672,60,0
57,2,34269,9,7,0,0,0,653,42,1
62,2,174355,9,7,0,1,0,0,40,0
39,2,680390,9,5,0,1,0,0,24,0
43,2,233130,10,0,0,0,0,0,25,0
24,5,165474,13,0,0,0,0,0,40,0
53,2,194259,10,1,0,1,4386,0,40,1
26,2,280093,10,0,0,0,0,0,40,0
73,1,177387,9,1,0,0,0,0,40,0
55,2,105304,9,1,0,0,0,0,40,0
25,2,499233,9,2,0,0,0,0,40,0
41,2,180572,13,2,0,1,0,0,50,1
24,2,321435,13,0,0,0,0,0,50,0
63,2,86108,9,7,0,0,0,0,6,0
17,2,198124,7,0,0,0,0,0,20,0
35,2,135162,10,1,0,0,0,0,50,0
51,2,146813,10,1,0,0,0,0,40,1
62,3,291175,13,7,0,1,0,0,48,0
55,2,387569,9,1,0,0,4386,0,40,1
43,2,102895,10,2,0,0,0,0,40,0
40,3,33274,9,2,0,1,0,0,50,0
37,2,86551,13,1,0,0,0,0,45,1
39,2,138192,13,1,0,0,0,0,40,0
31,2,118966,9,0,0,0,0,0,18,0
61,2,99784,14,7,0,1,0,0,40,1
26,2,90980,11,2,0,1,0,0,55,0
46,1,177407,9,1,0,0,0,0,50,0
26,2,96467,13,0,0,1,0,0,40,0
48,0,327886,16,2,0,0,0,0,50,1
34,2,111567,9,0,0,0,0,0,40,0
34,3,166545,9,0,0,1,0,0,40,0
59,2,142182,9,1,0,0,0,0,40,1
34,2,188798,13,0,0,1,0,0,40,0
49,2,38563,13,0,0,1,0,0,56,1
18,2,216284,7,0,0,1,0,0,20,0
43,2,191547,9,1,0,0,0,0,40,0
48,2,285335,7,1,0,0,0,0,50,0
28,5,142712,10,1,0,0,0,0,70,0
33,2,80945,9,1,0,0,0,0,40,0
24,2,309055,10,0,0,1,0,0,15,0
21,2,62339,6,0,0,0,0,0,40,0
17,2,368700,7,0,0,0,0,0,28,0
39,2,176186,10,1,0,0,0,0,50,1
29,1,266855,13,5,0,0,0,0,40,0
44,2,48087,13,1,0,0,0,0,40,1
24,2,121313,10,0,0,0,0,0,50,0
71,1,143437,14,1,0,0,10605,0,40,1
51,1,160724,13,1,2,0,0,2415,40,1
55,2,282753,3,2,1,0,0,0,25,0
41,2,194636,13,1,0,0,0,0,60,1
23,2,153044,9,0,1,1,0,0,7,0
38,2,411797,11,2,0,1,0,0,40,0
39,2,117683,9,1,0,0,0,0,40,1
19,2,376540,9,0,0,1,0,0,30,0
49,2,72393,5,2,0,1,0,0,40,0
32,2,270335,13,1,0,0,0,0,40,1
27,2,96226,9,1,0,0,0,0,70,0
38,2,95336,13,1,0,0,0,0,50,1
33,2,258498,10,1,0,1,0,0,60,0
23,2,205865,13,0,0,0,0,0,28,0
54,1,406468,9,1,1,0,0,0,40,0
29,2,177119,11,2,0,1,2174,0,45,0
35,1,372525,13,0,0,0,0,0,40,0
28,2,164170,11,1,2,1,0,0,40,0
37,2,183800,13,1,0,0,7688,0,50,1
42,1,177307,15,1,0,0,0,0,65,1
40,2,170108,14,1,0,0,0,0,40,0
47,2,341995,10,2,0,0,0,0,55,0
22,2,226508,13,0,0,1,0,0,50,0
30,2,87418,13,1,0,0,0,0,45,1
28,2,109165,9,1,0,0,0,0,40,0
63,3,28856,4,1,0,0,0,0,55,0
51,1,175897,5,1,0,0,0,0,20,0
22,2,99697,9,0,0,1,0,0,40,0
35,2,152375,9,0,0,0,0,0,45,0
46,2,171550,9,2,0,1,0,0,38,0
37,2,211154,10,2,0,0,0,0,52,0
24,2,202570,13,0,1,0,0,0,15,0
37,1,168496,9,2,0,0,0,0,10,0
53,2,68898,10,1,0,0,0,0,40,0
27,2,93235,9,0,0,0,0,0,30,0
38,2,278924,10,2,0,0,0,0,44,0
53,1,311020,6,1,0,0,0,0,60,0
34,2,175878,10,0,0,0,0,0,40,0
23,2,543028,9,0,1,0,0,0,40,0
39,2,202027,13,1,0,0,15024,0,45,1
43,2,158926,14,1,2,1,0,0,50,0
67,5,76860,9,1,2,0,0,0,40,1
81,1,136063,9,1,0,0,0,0,30,0
21,2,186648,10,0,0,0,0,0,20,0
23,2,257509,10,0,0,0,0,0,25,0
25,2,98155,10,0,0,0,0,0,40,0
42,2,274198,3,1,0,1,0,0,38,0
38,2,97083,10,1,1,1,0,0,40,0
32,2,262153,9,1,0,0,0,0,40,0
37,2,214738,9,1,0,0,0,0,40,0
51,2,138022,14,1,0,0,0,0,60,1
22,2,91842,10,0,0,1,0,0,42,0
33,2,373662,2,4,0,1,0,0,40,0
42,2,162003,9,2,0,0,0,0,55,0
51,3,241843,1,1,0,0,0,0,40,0
23,2,375871,9,1,0,1,0,0,40,0
37,2,186934,7,1,0,0,3103,0,44,1
37,2,176900,9,1,0,0,0,0,99,1
47,2,21906,14,0,0,1,0,0,25,0
41,2,132222,15,1,0,0,0,2415,40,1
33,2,143653,9,1,0,0,0,0,30,0
31,2,111567,13,0,0,0,0,0,40,1
31,2,78602,12,2,3,1,0,0,40,0
35,2,465507,9,1,1,0,0,0,40,0
38,5,196373,9,1,0,0,0,0,40,1
18,2,293227,9,0,0,1,0,0,45,0
20,2,241752,9,1,0,0,0,0,40,0
54,3,166398,10,2,1,1,0,0,35,0
40,2,184682,10,2,0,1,0,0,40,0
36,5,108293,13,1,0,1,0,1977,45,1
43,2,250802,10,2,0,0,0,0,35,0
44,1,325159,10,2,0,0,0,0,40,0
44,0,174675,9,1,0,1,0,0,40,1
43,2,227065,14,1,0,0,0,0,43,1
51,2,269080,4,7,1,1,0,0,40,0
18,2,177722,9,0,0,1,0,0,20,0
51,2,133461,10,1,0,0,0,0,40,0
44,5,398473,10,1,0,0,0,0,70,1
33,3,298785,6,2,0,0,0,0,40,0
33,1,123424,13,1,0,0,0,0,40,1
42,2,176286,12,1,0,0,0,0,40,1
25,2,150062,10,1,0,0,0,0,45,0
32,2,169240,9,2,0,1,0,0,38,0
32,2,288273,13,1,0,0,0,0,70,0
36,2,526968,6,2,0,1,0,0,40,0
28,2,57066,9,1,0,0,0,0,40,0
20,2,323573,9,0,0,1,0,0,20,0
35,5,368825,10,1,0,0,0,0,60,1
55,1,189721,9,1,0,0,0,0,20,0
48,2,164966,13,1,2,0,0,0,40,1
34,2,202046,9,1,0,0,0,0,35,1
28,2,161538,13,0,0,1,0,0,35,0
67,2,105252,13,7,0,0,0,2392,40,1
37,2,200153,9,1,0,0,0,0,40,0
44,2,32185,9,0,0,0,0,0,70,0
25,2,178326,10,0,0,1,0,0,40,0
21,2,255957,10,0,0,1,4101,0,40,0
40,0,188693,14,1,0,0,0,0,35,1
78,2,182977,9,7,1,1,2964,0,40,0
34,2,159929,9,2,0,0,0,0,40,0
49,2,123207,9,0,0,1,0,0,44,0
22,2,284317,12,0,0,1,0,0,40,0
60,1,154474,9,0,0,0,0,0,42,0
45,3,318280,9,7,0,0,0,0,40,1
63,2,254907,11,2,0,1,0,0,20,0
41,2,349221,9,0,1,1,0,0,35,0
47,2,335973,9,2,0,1,0,0,40,0
44,2,126701,9,2,0,0,0,0,40,0
51,2,122159,10,7,0,1,3325,0,40,0
46,2,187370,13,0,0,0,0,1504,40,0
41,2,194636,11,1,0,0,0,0,40,0
50,1,124793,9,1,0,0,0,0,30,0
47,2,192835,9,1,0,0,0,0,50,1
35,2,290226,9,0,0,0,0,0,45,0
56,2,112840,9,1,0,0,0,0,55,1
45,2,89325,14,2,0,0,0,0,45,0
48,4,33109,13,2,0,0,0,0,58,1
40,2,82465,10,1,0,0,2580,0,40,0
39,5,329980,13,1,0,0,15024,0,50,1
20,2,148294,10,0,0,0,0,0,40,0
50,2,168212,16,1,0,0,0,1902,65,1
38,0,343642,9,1,0,1,0,0,40,1
23,3,115244,13,0,0,1,0,0,60,0
31,2,162572,9,0,0,0,0,0,16,0
58,2,356067,13,1,0,0,0,0,40,0
66,2,271567,9,5,1,0,0,0,40,0
39,5,180804,9,1,0,0,0,0,40,1
54,1,123011,9,1,0,0,15024,0,52,1
26,2,109186,10,1,0,0,0,0,50,0
51,2,220537,9,2,0,1,0,0,40,0
34,2,124827,11,0,0,0,0,0,40,0
50,2,767403,9,1,0,0,3103,0,40,1
42,2,118494,10,1,0,0,0,0,44,1
38,2,173208,14,1,0,0,0,0,25,0
48,2,107373,4,1,0,0,0,0,40,0
33,2,26973,11,1,0,1,0,0,40,1
51,2,191965,9,7,0,1,0,0,32,0
22,2,122346,9,2,0,0,0,0,40,0
41,2,198316,10,0,0,0,0,0,50,0
48,3,123075,14,1,0,0,0,0,35,1
42,2,209370,9,5,0,1,0,0,30,0
34,2,33117,10,1,0,0,0,0,40,0
23,2,129042,9,0,1,1,0,0,40,0
56,2,169133,9,1,0,0,0,0,50,0
45,2,368561,9,1,0,0,0,0,55,1
48,2,207848,6,1,0,1,0,0,40,0
48,5,138370,14,4,2,0,0,0,50,0
31,2,93106,11,0,0,1,0,0,40,0
20,0,223515,12,0,0,0,0,1719,20,0
27,2,389713,10,0,0,0,0,0,40,0
32,2,206365,9,0,1,1,0,0,40,0
37,2,123785,9,0,0,0,0,0,75,0
34,2,289984,9,2,1,1,0,0,30,0
90,2,137018,9,0,0,1,0,0,40,0
23,2,137994,10,0,1,1,0,0,40,0
43,2,341204,10,2,0,1,0,0,40,0
44,2,167005,13,1,0,0,7688,0,60,1
24,2,34446,10,0,0,1,0,0,37,0
28,2,187160,15,2,0,0,0,0,55,0
23,2,217961,10,1,0,0,0,0,40,0
20,2,74631,10,0,0,1,0,0,50,0
36,2,156667,13,1,0,0,0,1902,50,1
61,2,125155,9,1,0,0,0,0,40,0
53,1,263925,13,1,0,0,0,0,40,1
30,2,296453,13,1,0,0,7298,0,40,1
52,1,44728,10,1,0,0,0,0,55,1
38,2,193026,10,2,0,0,0,0,40,0
32,2,87643,13,1,0,0,0,0,40,0
30,1,106742,8,1,0,0,0,0,75,0
41,2,302122,11,2,0,1,0,0,40,0
49,3,193960,14,1,0,0,0,1902,40,1
45,2,185385,9,1,0,0,0,0,47,1
43,1,277647,9,1,0,0,0,0,35,0
61,2,128848,9,1,0,0,3471,0,40,0
54,2,377701,9,1,0,0,0,0,32,0
34,2,157886,12,5,0,1,0,0,40,0
49,2,175958,10,1,0,0,0,0,80,1
38,2,223004,10,0,0,0,0,0,40,0
35,2,199352,15,1,0,0,0,1977,80,1
36,2,29984,8,1,0,0,0,0,40,0
30,2,181651,13,1,0,0,0,0,50,0
36,2,117312,12,2,0,1,0,0,60,0
22,3,34029,13,0,0,1,0,0,20,0
38,2,132879,9,1,0,0,0,1902,40,1
37,2,215310,9,1,0,0,0,0,50,1
48,0,55863,16,1,0,1,0,1902,46,1
17,2,220384,7,0,0,0,0,0,15,0
19,1,36012,10,0,0,0,0,0,20,0
27,2,137645,13,0,1,1,0,1590,40,0
22,2,191342,13,0,2,0,0,0,50,0
49,2,31339,9,1,0,0,0,0,40,0
43,0,227910,11,1,0,1,0,0,40,1
43,2,173728,13,5,0,1,0,0,40,0
19,3,167816,9,2,0,1,0,0,35,0
58,1,81642,9,1,0,0,0,0,60,0
41,3,195258,10,1,0,0,0,0,40,1
31,2,232475,10,1,0,0,0,0,40,0
